0	3900296
1	5874245
2	286678
3	336749
4	286325
5	286325
6	286677
7	286678
8	286325
9	286325
10	286678
11	286677
12	286325
13	286325
14	286324
15	286677
16	286677
17	286325
18	286325
19	286325
20	286325
21	293377
22	286677
23	286324
24	293378
25	286324
26	286325
27	286677
28	286325
29	286325
30	286324
31	286325
32	290557
33	379063
34	339217
35	286325
36	286678
37	286325
38	286325
39	286325
40	286325
41	286325
42	286325
43	286678
44	286325
45	292672
46	292672
47	286678
48	292672
49	286325
50	287383
51	292320
52	286325
53	286325
54	286678
55	286325
56	286678
57	366722
58	286678
59	286325
60	286325
61	286678
62	339923
63	495427
64	590280
65	328992
66	286324
67	286678
68	286678
69	339570
70	362490
71	286324
72	542325
73	286325
74	286678
75	286325
76	384352
77	466865
78	286325
79	286325
80	314182
81	286325
82	332870
83	286678
84	442182
85	286325
86	488021
87	286325
88	486612
89	286325
90	286325
91	286325
92	286325
93	286324
94	569829
95	599449
96	597333
97	560308
98	286677
99	286325
100	286325
101	286325
102	286325
103	286325
104	286325
105	396694
106	577939
107	581818
108	579349
109	557135
110	286325
111	286325
112	286324
113	286678
114	286678
115	286325
116	286325
117	286677
118	286325
119	286324
120	286325
121	476385
122	319119
123	286325
124	286325
125	286325
126	564539
127	595570
128	596627
129	590281
130	591339
131	590986
132	464396
133	286325
134	286677
135	286324
136	286325
137	286678
138	546204
139	286677
140	286325
141	286325
142	286677
143	286677
144	286678
145	286324
146	286325
147	306071
148	286325
149	286678
150	286325
151	286677
152	286677
153	286678
154	286677
155	286325
156	286325
157	286325
158	286678
159	286325
160	286325
161	286325
162	286325
163	286325
164	286678
165	286325
166	286677
167	286325
168	286325
169	286325
170	286677
171	286325
172	286325
173	286678
174	286325
175	286677
176	286677
177	286677
178	286325
179	286325
180	286678
181	286678
182	410094
183	286325
184	286325
185	286677
186	286325
187	286678
188	533156
189	286325
190	286325
191	286325
192	286678
193	286325
194	286325
195	286325
196	286677
197	286325
198	286325
199	286325
200	286324
201	286325
202	286677
203	286324
204	286325
205	286325
206	286678
207	286325
208	286325
209	286678
210	286325
211	286325
212	286325
213	286325
214	286677
215	286677
216	286677
217	286325
218	286325
219	286678
220	286325
221	286325
222	286324
223	286677
224	286325
225	286325
226	286325
227	286325
228	286325
229	404804
230	286325
231	286325
232	286678
233	286678
234	286325
235	286677
236	286325
237	286678
238	286325
239	286324
240	286678
241	286677
242	286325
243	286677
244	286325
245	286325
246	286678
247	286325
248	286325
249	286678
250	286325
251	286678
252	286325
253	286678
254	286677
255	286325
256	286325
257	291262
258	286678
259	286324
260	286324
261	286325
262	286325
263	286325
264	286324
265	286325
266	286678
267	286678
268	286678
269	286325
270	286325
271	286325
272	286677
273	286325
274	286677
275	286677
276	286325
277	459107
278	286325
279	286678
280	286325
281	286325
282	286325
283	286325
284	294083
285	286325
286	286324
287	286325
288	286324
289	286678
290	286678
291	286325
292	286325
293	286677
294	286325
295	286325
296	286325
297	286677
298	286325
299	591691
300	594159
301	587460
302	590281
303	595570
304	604385
305	600859
306	598743
307	597685
308	597333
309	599801
310	286325
311	286678
312	286325
313	286325
314	291614
315	403747
316	286325
317	286325
318	286325
319	286324
320	293024
321	286325
322	286325
323	286678
324	286325
325	286325
326	286677
327	286678
328	286325
329	286325
330	286325
331	286325
332	286325
333	286677
334	286325
335	286325
336	286677
337	286678
338	286678
339	286325
340	286325
341	286325
342	286325
343	286325
344	286325
345	286678
346	286677
347	286325
348	286325
349	286325
350	286678
351	286325
352	286325
353	286325
354	286325
355	286325
356	286325
357	286677
358	286325
359	286324
360	286325
361	286677
362	286325
363	286324
364	424904
365	286324
366	286324
367	286325
368	286677
369	286677
370	286324
371	286677
372	286678
373	286325
374	286325
375	286677
376	286325
377	286325
378	286678
379	286677
380	286325
381	286678
382	286678
383	286678
384	286325
385	293730
386	286325
387	286325
388	286325
389	286325
390	286325
391	286325
392	286324
393	286325
394	286325
395	286325
396	286325
397	286677
398	286325
399	293377
400	286325
401	286325
402	286325
403	286325
404	286325
405	286678
406	286325
407	286325
408	286325
409	286678
410	286677
411	286325
412	286325
413	289146
414	417145
415	286678
416	286325
417	286325
418	286324
419	286678
420	286677
421	286325
422	286325
423	286677
424	286325
425	286325
426	286325
427	286677
428	286325
429	286325
430	286325
431	286677
432	286325
433	286678
434	286325
435	286325
436	286324
437	293377
438	286677
439	286325
440	286325
441	286324
442	286325
443	286325
444	286325
445	286678
446	286678
447	286325
448	286324
449	286325
450	286325
451	286325
452	286325
453	286677
454	286325
455	286324
456	286325
457	286325
458	286325
459	286678
460	286325
461	286325
462	286325
463	352264
464	286325
465	286325
466	286325
467	286325
468	286677
469	286325
470	286677
471	286325
472	286677
473	286325
474	286325
475	286325
476	286325
477	286325
478	286325
479	286325
480	286325
481	286678
482	286325
483	286325
484	286325
485	286324
486	286325
487	286325
488	286677
489	286325
490	286678
491	286325
492	286324
493	286325
494	286678
495	286325
496	286325
497	286325
498	286324
499	286324
